BRIN NUMMER;VESTIGINGSNUMMER;INSTELLINGSNAAM VESTIGING;GEMEENTENAAM VESTIGING;PROVINCIE VESTIGING;ONDERWIJSTYPE VO;LEERWEG VMBO;VMBO SECTOR;AFDELING;EXAMENKANDIDATEN;GESLAAGDEN;GEZAKTEN;GEMIDDELD CIJFER SCHOOLEXAMEN;GEMIDDELD CIJFER CENTRAAL EXAMEN;GEMIDDELD CIJFER CIJFERLIJST
00LJ;00LJ00;Chr Coll Schaersvoorde;AALTEN;Gelderland;VWO;;;Natuur en Techniek / Natuur en Gezondheid;18;18;0;6,9;6,9;7,0
00LJ;00LJ01;Chr Coll Schaersvoorde;AALTEN;Gelderland;VMBO;TL;;;30;30;0;6,9;6,8;6,9
00LJ;00LJ02;Chr Coll Schaersvoorde;WINTERSWIJK;Gelderland;VMBO;TL;;;44;42;2;6,6;6,4;6,6
00LJ;00LJ05;Chr Coll Schaersvoorde;AALTEN;Gelderland;VMBO;BL;Economie;EO;2;2;0;6,4;6,8;6,5
00LJ;00LJ05;Chr Coll Schaersvoorde;AALTEN;Gelderland;VMBO;BL;Landbouw;Landbouw Breed -ISP;3;3;0;6,5;6,8;6,9
00LJ;00LJ05;Chr Coll Schaersvoorde;AALTEN;Gelderland;VMBO;BL;Techniek;Bouwtechniek;2;2;0;6,2;6,0;6,2
00LJ;00LJ05;Chr Coll Schaersvoorde;AALTEN;Gelderland;VMBO;BL;Techniek;Elektrotechniek;6;6;0;6,8;7,2;7,1
00LJ;00LJ05;Chr Coll Schaersvoorde;AALTEN;Gelderland;VMBO;BL;Techniek;Metaaltechniek;13;13;0;6,5;7,0;6,7
00LJ;00LJ05;Chr Coll Schaersvoorde;AALTEN;Gelderland;VMBO;BL;Zorg & Welzijn;Verzorging;13;13;0;6,7;7,1;7,1
00LJ;00LJ05;Chr Coll Schaersvoorde;AALTEN;Gelderland;VMBO;GL;Economie;EO;13;13;0;6,9;6,3;6,7
00LJ;00LJ05;Chr Coll Schaersvoorde;AALTEN;Gelderland;VMBO;GL;Landbouw;Landbouw Breed -ISP;24;24;0;6,7;6,3;6,7
00LJ;00LJ05;Chr Coll Schaersvoorde;AALTEN;Gelderland;VMBO;GL;Techniek;Bouwtechniek;4;4;0;6,7;6,0;6,6
00LJ;00LJ05;Chr Coll Schaersvoorde;AALTEN;Gelderland;VMBO;GL;Techniek;Metalectro -ISP;21;19;2;6,7;6,2;6,6
00LJ;00LJ05;Chr Coll Schaersvoorde;AALTEN;Gelderland;VMBO;GL;Zorg & Welzijn;Verzorging;24;23;1;6,7;6,1;6,6
00LJ;00LJ05;Chr Coll Schaersvoorde;AALTEN;Gelderland;VMBO;KL;Economie;EO;4;4;0;6,8;6,4;6,6
00LJ;00LJ05;Chr Coll Schaersvoorde;AALTEN;Gelderland;VMBO;KL;Landbouw;Landbouw Breed -ISP;7;7;0;6,4;6,1;6,4
00LJ;00LJ05;Chr Coll Schaersvoorde;AALTEN;Gelderland;VMBO;KL;Techniek;Bouwtechniek;3;3;0;6,7;6,6;6,7
00LJ;00LJ05;Chr Coll Schaersvoorde;AALTEN;Gelderland;VMBO;KL;Techniek;Elektrotechniek;11;10;1;6,3;6,4;6,4
00LJ;00LJ05;Chr Coll Schaersvoorde;AALTEN;Gelderland;VMBO;KL;Techniek;Metaaltechniek;7;7;0;6,7;6,7;6,7
00LJ;00LJ05;Chr Coll Schaersvoorde;AALTEN;Gelderland;VMBO;KL;Zorg & Welzijn;Verzorging;26;23;3;6,5;6,2;6,5
00LJ;00LJ05;Chr Coll Schaersvoorde;AALTEN;Gelderland;VMBO;TL;;;4;3;1;6,8;6,4;6,6
00LY;00LY00;Zeldenrust Steelantcollege;TERNEUZEN;Zeeland;HAVO;;;Cultuur en Maatschappij;6;4;2;6,1;5,6;6,2
00LY;00LY00;Zeldenrust Steelantcollege;TERNEUZEN;Zeeland;HAVO;;;Economie en Maatschappij;32;29;3;6,3;6,1;6,4
00LY;00LY00;Zeldenrust Steelantcollege;TERNEUZEN;Zeeland;HAVO;;;Economie en Maatschappij / Cultuur en Maatschappij;13;12;1;6,7;6,3;6,7
00LY;00LY00;Zeldenrust Steelantcollege;TERNEUZEN;Zeeland;HAVO;;;Natuur en Gezondheid;26;23;3;6,6;6,2;6,6
00LY;00LY00;Zeldenrust Steelantcollege;TERNEUZEN;Zeeland;HAVO;;;Natuur en Techniek;16;13;3;6,4;6,2;6,5
00LY;00LY00;Zeldenrust Steelantcollege;TERNEUZEN;Zeeland;HAVO;;;Natuur en Techniek / Natuur en Gezondheid;13;11;2;6,6;6,7;6,7
00LY;00LY00;Zeldenrust Steelantcollege;TERNEUZEN;Zeeland;VMBO;BL;Economie;Handel en Administratie -ISP;4;4;0;6,0;7,0;6,5
00LY;00LY00;Zeldenrust Steelantcollege;TERNEUZEN;Zeeland;VMBO;BL;Zorg & Welzijn;Zorg en Welzijn -ISP;8;8;0;6,5;6,9;6,6
00LY;00LY00;Zeldenrust Steelantcollege;TERNEUZEN;Zeeland;VMBO;GL;Economie;Handel en Administratie -ISP;1;1;0;6,4;6,4;6,6
00LY;00LY00;Zeldenrust Steelantcollege;TERNEUZEN;Zeeland;VMBO;GL;Economie;Technologie Orientatie;1;1;0;6,3;6,0;6,3
00LY;00LY00;Zeldenrust Steelantcollege;TERNEUZEN;Zeeland;VMBO;KL;Economie;Handel en Administratie -ISP;24;18;6;6,4;6,0;6,4
00LY;00LY00;Zeldenrust Steelantcollege;TERNEUZEN;Zeeland;VMBO;KL;Zorg & Welzijn;Zorg en Welzijn -ISP;21;21;0;6,7;6,3;6,6
00LY;00LY00;Zeldenrust Steelantcollege;TERNEUZEN;Zeeland;VMBO;TL;;;74;71;3;6,6;6,5;6,7
00LY;00LY00;Zeldenrust Steelantcollege;TERNEUZEN;Zeeland;VWO;;;Cultuur en Maatschappij;5;5;0;6,6;6,2;6,6
00LY;00LY00;Zeldenrust Steelantcollege;TERNEUZEN;Zeeland;VWO;;;Economie en Maatschappij;9;9;0;6,8;6,3;6,7
00LY;00LY00;Zeldenrust Steelantcollege;TERNEUZEN;Zeeland;VWO;;;Economie en Maatschappij / Cultuur en Maatschappij;9;7;2;6,4;6,1;6,5
00LY;00LY00;Zeldenrust Steelantcollege;TERNEUZEN;Zeeland;VWO;;;Natuur en Gezondheid;15;15;0;6,7;6,2;6,6
00LY;00LY00;Zeldenrust Steelantcollege;TERNEUZEN;Zeeland;VWO;;;Natuur en Techniek;5;4;1;7,7;7,3;7,7
00LY;00LY00;Zeldenrust Steelantcollege;TERNEUZEN;Zeeland;VWO;;;Natuur en Techniek / Natuur en Gezondheid;27;26;1;7,0;6,7;7,1
00MK;00MK00;Kath SGM De Breul;ZEIST;Utrecht;HAVO;;;Cultuur en Maatschappij;26;25;1;6,8;6,3;6,6
00MK;00MK00;Kath SGM De Breul;ZEIST;Utrecht;HAVO;;;Economie en Maatschappij;44;43;1;6,5;6,3;6,5
00MK;00MK00;Kath SGM De Breul;ZEIST;Utrecht;HAVO;;;Economie en Maatschappij / Cultuur en Maatschappij;1;1;0;5,9;6,4;6,1
00MK;00MK00;Kath SGM De Breul;ZEIST;Utrecht;HAVO;;;Natuur en Gezondheid;44;36;8;6,4;6,1;6,4
00MK;00MK00;Kath SGM De Breul;ZEIST;Utrecht;HAVO;;;Natuur en Techniek;17;17;0;6,5;6,6;6,6
00MK;00MK00;Kath SGM De Breul;ZEIST;Utrecht;HAVO;;;Natuur en Techniek / Natuur en Gezondheid;1;1;0;7,2;7,0;7,1
00MK;00MK00;Kath SGM De Breul;ZEIST;Utrecht;VMBO;TL;;;52;47;5;6,4;6,3;6,4
00MK;00MK00;Kath SGM De Breul;ZEIST;Utrecht;VWO;;;Cultuur en Maatschappij;7;7;0;6,9;6,3;6,7
00MK;00MK00;Kath SGM De Breul;ZEIST;Utrecht;VWO;;;Economie en Maatschappij;55;51;4;6,7;6,5;6,7
00MK;00MK00;Kath SGM De Breul;ZEIST;Utrecht;VWO;;;Natuur en Gezondheid;13;12;1;6,7;6,4;6,8
00MK;00MK00;Kath SGM De Breul;ZEIST;Utrecht;VWO;;;Natuur en Techniek;22;19;3;6,5;6,4;6,7
00MK;00MK00;Kath SGM De Breul;ZEIST;Utrecht;VWO;;;Natuur en Techniek / Natuur en Gezondheid;39;37;2;6,8;6,7;6,9
00ML;00ML00;Meridiaancollege RK SGM;AMERSFOORT;Utrecht;HAVO;;;Cultuur en Maatschappij;19;18;1;6,5;6,7;6,8
00ML;00ML00;Meridiaancollege RK SGM;AMERSFOORT;Utrecht;HAVO;;;Economie en Maatschappij;47;43;4;6,1;6,4;6,5
00ML;00ML00;Meridiaancollege RK SGM;AMERSFOORT;Utrecht;HAVO;;;Economie en Maatschappij / Cultuur en Maatschappij;15;13;2;6,4;6,3;6,6
00ML;00ML00;Meridiaancollege RK SGM;AMERSFOORT;Utrecht;HAVO;;;Natuur en Gezondheid;38;35;3;6,3;6,4;6,5
00ML;00ML00;Meridiaancollege RK SGM;AMERSFOORT;Utrecht;HAVO;;;Natuur en Techniek;13;12;1;6,3;6,6;6,5
00ML;00ML00;Meridiaancollege RK SGM;AMERSFOORT;Utrecht;HAVO;;;Natuur en Techniek / Natuur en Gezondheid;21;19;2;6,5;6,8;6,8
00ML;00ML00;Meridiaancollege RK SGM;AMERSFOORT;Utrecht;VMBO;TL;;;57;50;7;6,4;6,2;6,4
00ML;00ML00;Meridiaancollege RK SGM;AMERSFOORT;Utrecht;VWO;;;Cultuur en Maatschappij;6;4;2;6,5;6,0;6,5
00ML;00ML00;Meridiaancollege RK SGM;AMERSFOORT;Utrecht;VWO;;;Economie en Maatschappij;3;3;0;6,6;6,9;6,8
00ML;00ML00;Meridiaancollege RK SGM;AMERSFOORT;Utrecht;VWO;;;Economie en Maatschappij / Cultuur en Maatschappij;14;13;1;6,6;6,3;6,6
00ML;00ML00;Meridiaancollege RK SGM;AMERSFOORT;Utrecht;VWO;;;Natuur en Gezondheid;25;22;3;6,5;6,4;6,6
00ML;00ML00;Meridiaancollege RK SGM;AMERSFOORT;Utrecht;VWO;;;Natuur en Techniek;6;6;0;6,6;6,6;6,6
00ML;00ML00;Meridiaancollege RK SGM;AMERSFOORT;Utrecht;VWO;;;Natuur en Techniek / Economie en Maatschappij;1;1;0;7,1;7,6;7,4
00ML;00ML00;Meridiaancollege RK SGM;AMERSFOORT;Utrecht;VWO;;;Natuur en Techniek / Natuur en Gezondheid;19;17;2;6,5;6,5;6,7
00ML;00ML02;Meridiaancollege RK SGM;AMERSFOORT;Utrecht;HAVO;;;Economie en Maatschappij;11;9;2;6,5;6,2;6,4
00ML;00ML02;Meridiaancollege RK SGM;AMERSFOORT;Utrecht;VMBO;GL;Zorg & Welzijn;Zorg en Welzijn -ISP;15;12;3;6,4;5,8;6,2
00ML;00ML02;Meridiaancollege RK SGM;AMERSFOORT;Utrecht;VMBO;TL;;;155;140;15;6,6;6,4;6,5
00ML;00ML09;Meridiaan College;AMERSFOORT;Utrecht;VMBO;BL;Economie;Consumptief Breed -ISP;14;14;0;6,2;6,6;6,4
00ML;00ML09;Meridiaan College;AMERSFOORT;Utrecht;VMBO;BL;Economie;Handel en Administratie -ISP;13;10;3;5,8;5,9;6,0
00ML;00ML09;Meridiaan College;AMERSFOORT;Utrecht;VMBO;BL;Techniek;Techniek Breed -ISP;16;15;1;6,0;6,5;6,3
00ML;00ML09;Meridiaan College;AMERSFOORT;Utrecht;VMBO;BL;Zorg & Welzijn;Zorg en Welzijn -ISP;24;23;1;6,3;6,4;6,4
00ML;00ML09;Meridiaan College;AMERSFOORT;Utrecht;VMBO;KL;Economie;Consumptief Breed -ISP;9;9;0;6,5;6,2;6,5
00ML;00ML09;Meridiaan College;AMERSFOORT;Utrecht;VMBO;KL;Economie;Handel en Administratie -ISP;27;21;6;6,0;5,9;6,0
00ML;00ML09;Meridiaan College;AMERSFOORT;Utrecht;VMBO;KL;Techniek;Techniek Breed -ISP;14;13;1;6,4;6,2;6,4
00ML;00ML09;Meridiaan College;AMERSFOORT;Utrecht;VMBO;KL;Zorg & Welzijn;Zorg en Welzijn -ISP;26;21;5;6,4;6,0;6,3
00ML;00ML12;Meridiaancollege RK SGM;AMERSFOORT;Utrecht;HAVO;;;Cultuur en Maatschappij;5;5;0;6,5;7,0;6,9
00ML;00ML12;Meridiaancollege RK SGM;AMERSFOORT;Utrecht;HAVO;;;Economie en Maatschappij;32;29;3;6,2;6,6;6,5
00ML;00ML12;Meridiaancollege RK SGM;AMERSFOORT;Utrecht;HAVO;;;Economie en Maatschappij / Cultuur en Maatschappij;8;7;1;6,3;6,4;6,5
00ML;00ML12;Meridiaancollege RK SGM;AMERSFOORT;Utrecht;HAVO;;;Natuur en Gezondheid;21;20;1;6,3;6,9;6,7
00ML;00ML12;Meridiaancollege RK SGM;AMERSFOORT;Utrecht;HAVO;;;Natuur en Techniek;9;9;0;6,5;7,0;6,8
00ML;00ML12;Meridiaancollege RK SGM;AMERSFOORT;Utrecht;HAVO;;;Natuur en Techniek / Natuur en Gezondheid;15;14;1;6,4;7,1;6,8
00ML;00ML12;Meridiaancollege RK SGM;AMERSFOORT;Utrecht;VMBO;TL;;;68;65;3;6,4;6,6;6,6
00ML;00ML12;Meridiaancollege RK SGM;AMERSFOORT;Utrecht;VWO;;;Cultuur en Maatschappij;4;4;0;6,8;6,4;6,9
00ML;00ML12;Meridiaancollege RK SGM;AMERSFOORT;Utrecht;VWO;;;Economie en Maatschappij;10;9;1;6,2;6,3;6,4
00ML;00ML12;Meridiaancollege RK SGM;AMERSFOORT;Utrecht;VWO;;;Economie en Maatschappij / Cultuur en Maatschappij;5;5;0;7,0;7,2;7,3
00ML;00ML12;Meridiaancollege RK SGM;AMERSFOORT;Utrecht;VWO;;;Natuur en Gezondheid;8;6;2;6,2;6,3;6,5
00ML;00ML12;Meridiaancollege RK SGM;AMERSFOORT;Utrecht;VWO;;;Natuur en Techniek;3;3;0;6,5;6,7;6,8
00ML;00ML12;Meridiaancollege RK SGM;AMERSFOORT;Utrecht;VWO;;;Natuur en Techniek / Natuur en Gezondheid;17;16;1;6,7;6,7;6,9
00MP;00MP00;De Noordgouw;HEERDE;Gelderland;HAVO;;;Cultuur en Maatschappij;11;11;0;6,3;6,3;6,4
00MP;00MP00;De Noordgouw;HEERDE;Gelderland;HAVO;;;Economie en Maatschappij;19;17;2;6,3;6,4;6,5
00MP;00MP00;De Noordgouw;HEERDE;Gelderland;HAVO;;;Economie en Maatschappij / Cultuur en Maatschappij;5;5;0;7,0;6,8;7,0
00MP;00MP00;De Noordgouw;HEERDE;Gelderland;HAVO;;;Natuur en Gezondheid;14;12;2;6,4;6,6;6,5
00MP;00MP00;De Noordgouw;HEERDE;Gelderland;HAVO;;;Natuur en Techniek;3;3;0;6,8;6,9;6,9
00MP;00MP00;De Noordgouw;HEERDE;Gelderland;HAVO;;;Natuur en Techniek / Natuur en Gezondheid;11;11;0;6,8;7,2;7,0
00MP;00MP00;De Noordgouw;HEERDE;Gelderland;VMBO;TL;;;93;92;1;6,5;6,7;6,7
00MP;00MP00;De Noordgouw;HEERDE;Gelderland;VWO;;;Cultuur en Maatschappij;8;8;0;6,7;6,2;6,6
00MP;00MP00;De Noordgouw;HEERDE;Gelderland;VWO;;;Economie en Maatschappij;13;13;0;6,8;6,5;6,8
00MP;00MP00;De Noordgouw;HEERDE;Gelderland;VWO;;;Economie en Maatschappij / Cultuur en Maatschappij;3;3;0;7,4;7,1;7,2
00MP;00MP00;De Noordgouw;HEERDE;Gelderland;VWO;;;Natuur en Gezondheid;5;5;0;6,5;6,5;6,7
00MP;00MP00;De Noordgouw;HEERDE;Gelderland;VWO;;;Natuur en Techniek;3;3;0;6,8;6,8;6,8
00MP;00MP00;De Noordgouw;HEERDE;Gelderland;VWO;;;Natuur en Techniek / Natuur en Gezondheid;12;11;1;6,7;6,8;6,9
00MV;00MV00;Scholen aan Zee 2;DEN HELDER;Noord-Holland;HAVO;;;Cultuur en Maatschappij;18;12;6;6,1;5,7;6,0
00MV;00MV00;Scholen aan Zee 2;DEN HELDER;Noord-Holland;HAVO;;;Economie en Maatschappij;75;52;23;6,2;5,9;6,2
00MV;00MV00;Scholen aan Zee 2;DEN HELDER;Noord-Holland;HAVO;;;Economie en Maatschappij / Cultuur en Maatschappij;4;3;1;6,1;6,0;6,2
00MV;00MV00;Scholen aan Zee 2;DEN HELDER;Noord-Holland;HAVO;;;Natuur en Gezondheid;33;21;12;6,2;5,8;6,1
00MV;00MV00;Scholen aan Zee 2;DEN HELDER;Noord-Holland;HAVO;;;Natuur en Techniek;13;10;3;5,9;5,9;6,2
00MV;00MV00;Scholen aan Zee 2;DEN HELDER;Noord-Holland;HAVO;;;Natuur en Techniek / Natuur en Gezondheid;29;20;9;6,3;6,1;6,3
00MV;00MV00;Scholen aan Zee 2;DEN HELDER;Noord-Holland;VWO;;;Cultuur en Maatschappij;2;2;0;6,4;6,2;6,3
00MV;00MV00;Scholen aan Zee 2;DEN HELDER;Noord-Holland;VWO;;;Economie en Maatschappij;17;17;0;6,6;6,3;6,5
00MV;00MV00;Scholen aan Zee 2;DEN HELDER;Noord-Holland;VWO;;;Economie en Maatschappij / Cultuur en Maatschappij;11;10;1;6,8;6,2;6,5
00MV;00MV00;Scholen aan Zee 2;DEN HELDER;Noord-Holland;VWO;;;Natuur en Gezondheid;10;9;1;6,5;6,1;6,4
00MV;00MV00;Scholen aan Zee 2;DEN HELDER;Noord-Holland;VWO;;;Natuur en Techniek;9;8;1;7,0;6,9;7,0
00MV;00MV00;Scholen aan Zee 2;DEN HELDER;Noord-Holland;VWO;;;Natuur en Techniek / Natuur en Gezondheid;30;25;5;6,6;6,5;6,6
00MV;00MV01;Locatie, Mavo aan Zee;DEN HELDER;Noord-Holland;VMBO;TL;;;208;189;19;6,5;6,3;6,6
00MV;00MV02;Loc,Beroepsonderwijs aan Zee;DEN HELDER;Noord-Holland;VMBO;BL;Economie;Consumptief Breed -ISP;18;16;2;6,4;6,5;6,4
00MV;00MV02;Loc,Beroepsonderwijs aan Zee;DEN HELDER;Noord-Holland;VMBO;BL;Zorg & Welzijn;Zorg en Welzijn -ISP;21;21;0;6,4;6,7;6,6
00MV;00MV02;Loc,Beroepsonderwijs aan Zee;DEN HELDER;Noord-Holland;VMBO;KL;Economie;Consumptief Breed -ISP;15;15;0;6,7;6,2;6,5
00MV;00MV02;Loc,Beroepsonderwijs aan Zee;DEN HELDER;Noord-Holland;VMBO;KL;Zorg & Welzijn;Zorg en Welzijn -ISP;55;46;9;6,6;5,9;6,4
00NE;00NE00;J v Br College vest Deltaweg;HELMOND;Noord-Brabant;VMBO;GL;Intersect. programma;DP;8;2;6;5,8;5,5;6,0
00NE;00NE00;J v Br College vest Deltaweg;HELMOND;Noord-Brabant;VMBO;TL;;;175;151;24;6,5;6,0;6,4
00OB;00OB00;Maaswaal College;WIJCHEN;Gelderland;HAVO;;;Cultuur en Maatschappij;7;7;0;6,8;6,5;6,7
00OB;00OB00;Maaswaal College;WIJCHEN;Gelderland;HAVO;;;Economie en Maatschappij;59;43;16;6,3;6,0;6,2
00OB;00OB00;Maaswaal College;WIJCHEN;Gelderland;HAVO;;;Economie en Maatschappij / Cultuur en Maatschappij;13;12;1;6,7;6,1;6,6
00OB;00OB00;Maaswaal College;WIJCHEN;Gelderland;HAVO;;;Natuur en Gezondheid;16;11;5;6,2;5,9;6,2
00OB;00OB00;Maaswaal College;WIJCHEN;Gelderland;HAVO;;;Natuur en Techniek;24;19;5;6,2;6,1;6,3
00OB;00OB00;Maaswaal College;WIJCHEN;Gelderland;HAVO;;;Natuur en Techniek / Natuur en Gezondheid;21;19;2;6,4;6,2;6,4
00OB;00OB00;Maaswaal College;WIJCHEN;Gelderland;VWO;;;Cultuur en Maatschappij;2;2;0;7,0;6,4;6,7
00OB;00OB00;Maaswaal College;WIJCHEN;Gelderland;VWO;;;Economie en Maatschappij;2;2;0;6,2;6,3;6,3
00OB;00OB00;Maaswaal College;WIJCHEN;Gelderland;VWO;;;Economie en Maatschappij / Cultuur en Maatschappij;27;24;3;6,5;6,3;6,5
00OB;00OB00;Maaswaal College;WIJCHEN;Gelderland;VWO;;;Natuur en Gezondheid;13;12;1;6,4;6,1;6,4
00OB;00OB00;Maaswaal College;WIJCHEN;Gelderland;VWO;;;Natuur en Techniek;12;11;1;6,1;6,1;6,3
00OB;00OB00;Maaswaal College;WIJCHEN;Gelderland;VWO;;;Natuur en Techniek / Natuur en Gezondheid;40;34;6;6,8;6,6;6,8
00OB;00OB03;Maaswaal College;WIJCHEN;Gelderland;VMBO;BL;Intersect. programma;Dienstverlening & Commercie;21;20;1;6,2;6,8;6,6
00OB;00OB03;Maaswaal College;WIJCHEN;Gelderland;VMBO;BL;Zorg & Welzijn;Zorg en Welzijn -ISP;22;21;1;6,4;6,7;6,6
00OB;00OB03;Maaswaal College;WIJCHEN;Gelderland;VMBO;GL;Economie;Handel en Administratie -ISP;4;3;1;5,9;6,0;6,1
00OB;00OB03;Maaswaal College;WIJCHEN;Gelderland;VMBO;GL;Techniek;Metalectro -ISP;1;1;0;5,9;5,8;6,0
00OB;00OB03;Maaswaal College;WIJCHEN;Gelderland;VMBO;KL;Intersect. programma;Dienstverlening & Commercie;42;41;1;6,5;6,4;6,6
00OB;00OB03;Maaswaal College;WIJCHEN;Gelderland;VMBO;KL;Zorg & Welzijn;Zorg en Welzijn -ISP;28;27;1;6,3;6,0;6,3
00OB;00OB03;Maaswaal College;WIJCHEN;Gelderland;VMBO;TL;;;109;98;11;6,4;6,3;6,4
00PF;00PF00;Carmelcollege Emmen;EMMEN;Drenthe;HAVO;;;Cultuur en Maatschappij;9;9;0;6,3;6,1;6,5
00PF;00PF00;Carmelcollege Emmen;EMMEN;Drenthe;HAVO;;;Economie en Maatschappij;46;42;4;6,4;6,1;6,4
00PF;00PF00;Carmelcollege Emmen;EMMEN;Drenthe;HAVO;;;Natuur en Gezondheid;17;12;5;6,3;5,9;6,3
00PF;00PF00;Carmelcollege Emmen;EMMEN;Drenthe;HAVO;;;Natuur en Techniek;6;6;0;6,2;6,3;6,5
00PF;00PF00;Carmelcollege Emmen;EMMEN;Drenthe;HAVO;;;Natuur en Techniek / Natuur en Gezondheid;2;2;0;6,2;5,8;6,3
00PF;00PF00;Carmelcollege Emmen;EMMEN;Drenthe;VMBO;BL;Intersect. programma;Dienstverlening & Commercie;10;10;0;6,2;6,8;6,6
00PF;00PF00;Carmelcollege Emmen;EMMEN;Drenthe;VMBO;BL;Intersect. programma;Sport, Dienstverlening en Veiligheid;11;11;0;6,2;6,8;6,5
00PF;00PF00;Carmelcollege Emmen;EMMEN;Drenthe;VMBO;BL;Intersect. programma;Techniek & Commercie;1;1;0;5,8;7,1;6,7
00PF;00PF00;Carmelcollege Emmen;EMMEN;Drenthe;VMBO;BL;Intersect. programma;Techniek & Dienstverlening;12;12;0;6,2;6,7;6,6
00PF;00PF00;Carmelcollege Emmen;EMMEN;Drenthe;VMBO;GL;Techniek;Technologie Orientatie;8;5;3;6,0;5,9;6,1
00PF;00PF00;Carmelcollege Emmen;EMMEN;Drenthe;VMBO;KL;Intersect. programma;Dienstverlening & Commercie;25;25;0;6,7;6,4;6,7
00PF;00PF00;Carmelcollege Emmen;EMMEN;Drenthe;VMBO;KL;Intersect. programma;Sport, Dienstverlening en Veiligheid;47;44;3;6,4;6,4;6,5
00PF;00PF00;Carmelcollege Emmen;EMMEN;Drenthe;VMBO;KL;Intersect. programma;Techniek & Commercie;10;10;0;6,7;6,7;6,8
00PF;00PF00;Carmelcollege Emmen;EMMEN;Drenthe;VMBO;KL;Intersect. programma;Techniek & Dienstverlening;7;7;0;6,6;6,5;6,6
00PF;00PF00;Carmelcollege Emmen;EMMEN;Drenthe;VMBO;TL;;;132;110;22;6,5;6,0;6,4
00PF;00PF00;Carmelcollege Emmen;EMMEN;Drenthe;VWO;;;Cultuur en Maatschappij;2;2;0;7,1;6,6;7,1
00PF;00PF00;Carmelcollege Emmen;EMMEN;Drenthe;VWO;;;Economie en Maatschappij;13;11;2;6,4;6,2;6,5
00PF;00PF00;Carmelcollege Emmen;EMMEN;Drenthe;VWO;;;Natuur en Gezondheid;8;8;0;6,5;6,1;6,6
00PF;00PF00;Carmelcollege Emmen;EMMEN;Drenthe;VWO;;;Natuur en Techniek;4;4;0;7,0;6,6;7,0
00PF;00PF00;Carmelcollege Emmen;EMMEN;Drenthe;VWO;;;Natuur en Techniek / Natuur en Gezondheid;10;9;1;6,9;6,7;7,1
00PG;00PG00;Wartburg College;ROTTERDAM;Zuid-Holland;HAVO;;;Cultuur en Maatschappij;27;26;1;6,6;6,6;6,7
00PG;00PG00;Wartburg College;ROTTERDAM;Zuid-Holland;HAVO;;;Economie en Maatschappij;73;67;6;6,4;6,4;6,5
00PG;00PG00;Wartburg College;ROTTERDAM;Zuid-Holland;HAVO;;;Economie en Maatschappij / Cultuur en Maatschappij;6;6;0;7,1;7,0;7,1
00PG;00PG00;Wartburg College;ROTTERDAM;Zuid-Holland;HAVO;;;Natuur en Gezondheid;24;22;2;6,6;6,5;6,6
00PG;00PG00;Wartburg College;ROTTERDAM;Zuid-Holland;HAVO;;;Natuur en Techniek;19;17;2;6,2;6,5;6,4
00PG;00PG00;Wartburg College;ROTTERDAM;Zuid-Holland;HAVO;;;Natuur en Techniek / Natuur en Gezondheid;11;11;0;6,7;6,7;6,7
00PG;00PG00;Wartburg College;ROTTERDAM;Zuid-Holland;VMBO;TL;;;85;83;2;6,6;6,5;6,7
00PG;00PG00;Wartburg College;ROTTERDAM;Zuid-Holland;VWO;;;Cultuur en Maatschappij;26;26;0;7,1;6,6;7,1
00PG;00PG00;Wartburg College;ROTTERDAM;Zuid-Holland;VWO;;;Economie en Maatschappij;25;23;2;6,6;6,4;6,7
00PG;00PG00;Wartburg College;ROTTERDAM;Zuid-Holland;VWO;;;Economie en Maatschappij / Cultuur en Maatschappij;12;12;0;7,5;7,2;7,5
00PG;00PG00;Wartburg College;ROTTERDAM;Zuid-Holland;VWO;;;Natuur en Gezondheid;12;12;0;6,7;6,7;6,9
00PG;00PG00;Wartburg College;ROTTERDAM;Zuid-Holland;VWO;;;Natuur en Techniek;10;10;0;6,5;6,7;6,8
00PG;00PG00;Wartburg College;ROTTERDAM;Zuid-Holland;VWO;;;Natuur en Techniek / Natuur en Gezondheid;16;15;1;6,9;6,8;7,1
00PG;00PG02;Wartburg College;ROTTERDAM;Zuid-Holland;VMBO;BL;Economie;Administratie;2;2;0;6,2;7,5;6,9
00PG;00PG02;Wartburg College;ROTTERDAM;Zuid-Holland;VMBO;BL;Economie;Handel en Verkoop;5;5;0;6,5;7,2;6,9
00PG;00PG02;Wartburg College;ROTTERDAM;Zuid-Holland;VMBO;BL;Techniek;Bouwtechniek;17;17;0;6,7;7,1;6,9
00PG;00PG02;Wartburg College;ROTTERDAM;Zuid-Holland;VMBO;BL;Techniek;Elektrotechniek;8;8;0;6,9;7,4;7,1
00PG;00PG02;Wartburg College;ROTTERDAM;Zuid-Holland;VMBO;BL;Techniek;Metaaltechniek;9;9;0;6,3;6,7;6,6
00PG;00PG02;Wartburg College;ROTTERDAM;Zuid-Holland;VMBO;BL;Techniek;Voertuigentechniek;10;10;0;6,4;6,7;6,6
00PG;00PG02;Wartburg College;ROTTERDAM;Zuid-Holland;VMBO;BL;Zorg & Welzijn;Verzorging;32;32;0;6,5;7,0;6,8
00PG;00PG02;Wartburg College;ROTTERDAM;Zuid-Holland;VMBO;GL;Economie;Administratie;1;1;0;7,8;7,1;7,7
00PG;00PG02;Wartburg College;ROTTERDAM;Zuid-Holland;VMBO;GL;Economie;Handel en Verkoop;7;6;1;6,4;5,6;6,1
