BRIN NUMMER;VESTIGINGSNUMMER;INSTELLINGSNAAM VESTIGING;GEMEENTENAAM VESTIGING;PROVINCIE VESTIGING;ONDERWIJSTYPE VO;LEERWEG VMBO;VMBO SECTOR;AFDELING;EXAMENKANDIDATEN;GESLAAGDEN;GEZAKTEN;GEMIDDELD CIJFER SCHOOLEXAMEN;GEMIDDELD CIJFER CENTRAAL EXAMEN;GEMIDDELD CIJFER CIJFERLIJST
21ET;21ET12;locatie, Vinse School;AMSTERDAM;Noord-Holland;HAVO;;;Cultuur en Maatschappij;8;8;0;6,6;6,5;6,6
21ET;21ET12;locatie, Vinse School;AMSTERDAM;Noord-Holland;HAVO;;;Economie en Maatschappij;2;2;0;6,6;6,5;6,6
21ET;21ET12;locatie, Vinse School;AMSTERDAM;Noord-Holland;HAVO;;;Economie en Maatschappij / Cultuur en Maatschappij;1;1;0;6,6;6,0;6,1
21ET;21ET12;locatie, Vinse School;AMSTERDAM;Noord-Holland;HAVO;;;Natuur en Gezondheid;1;1;0;5,6;6,7;6,1
21ET;21ET12;locatie, Vinse School;AMSTERDAM;Noord-Holland;VMBO;TL;;;9;7;2;6,3;6,1;6,3
21EX;21EX00;Theresialyceum;TILBURG;Noord-Brabant;HAVO;;;Cultuur en Maatschappij;10;8;2;6,5;6,4;6,6
21EX;21EX00;Theresialyceum;TILBURG;Noord-Brabant;HAVO;;;Economie en Maatschappij;44;38;6;6,4;6,2;6,4
21EX;21EX00;Theresialyceum;TILBURG;Noord-Brabant;HAVO;;;Economie en Maatschappij / Cultuur en Maatschappij;11;10;1;6,4;6,1;6,4
21EX;21EX00;Theresialyceum;TILBURG;Noord-Brabant;HAVO;;;Natuur en Gezondheid;37;26;11;6,4;6,0;6,3
21EX;21EX00;Theresialyceum;TILBURG;Noord-Brabant;HAVO;;;Natuur en Techniek;8;7;1;6,4;6,0;6,2
21EX;21EX00;Theresialyceum;TILBURG;Noord-Brabant;HAVO;;;Natuur en Techniek / Natuur en Gezondheid;25;18;7;6,3;6,0;6,2
21EX;21EX00;Theresialyceum;TILBURG;Noord-Brabant;VWO;;;Cultuur en Maatschappij;7;5;2;6,6;6,4;6,7
21EX;21EX00;Theresialyceum;TILBURG;Noord-Brabant;VWO;;;Economie en Maatschappij;12;11;1;6,5;6,3;6,6
21EX;21EX00;Theresialyceum;TILBURG;Noord-Brabant;VWO;;;Economie en Maatschappij / Cultuur en Maatschappij;30;28;2;6,7;6,5;6,7
21EX;21EX00;Theresialyceum;TILBURG;Noord-Brabant;VWO;;;Natuur en Gezondheid;13;10;3;6,2;5,9;6,2
21EX;21EX00;Theresialyceum;TILBURG;Noord-Brabant;VWO;;;Natuur en Techniek;6;6;0;6,6;6,7;6,9
21EX;21EX00;Theresialyceum;TILBURG;Noord-Brabant;VWO;;;Natuur en Techniek / Natuur en Gezondheid;60;54;6;6,8;6,6;6,9
21EX;21EX01;locatie Frater van Gemert;TILBURG;Noord-Brabant;HAVO;;;Economie en Maatschappij;3;3;0;6,4;6,3;6,4
21EX;21EX01;locatie Frater van Gemert;TILBURG;Noord-Brabant;HAVO;;;Natuur en Gezondheid;2;2;0;6,8;6,7;6,8
21EX;21EX01;locatie Frater van Gemert;TILBURG;Noord-Brabant;HAVO;;;Natuur en Techniek;2;2;0;6,3;6,5;6,6
21EX;21EX01;locatie Frater van Gemert;TILBURG;Noord-Brabant;HAVO;;;Natuur en Techniek / Natuur en Gezondheid;3;3;0;6,6;7,3;7,1
21FF;21FF00;SGM Reigersbos;AMSTERDAM;Noord-Holland;HAVO;;;Cultuur en Maatschappij;6;4;2;6,1;6,1;6,3
21FF;21FF00;SGM Reigersbos;AMSTERDAM;Noord-Holland;HAVO;;;Economie en Maatschappij;21;14;7;6,0;5,8;6,1
21FF;21FF00;SGM Reigersbos;AMSTERDAM;Noord-Holland;HAVO;;;Economie en Maatschappij / Cultuur en Maatschappij;2;1;1;6,2;5,5;5,9
21FF;21FF00;SGM Reigersbos;AMSTERDAM;Noord-Holland;HAVO;;;Natuur en Gezondheid;5;4;1;6,1;6,5;6,3
21FF;21FF00;SGM Reigersbos;AMSTERDAM;Noord-Holland;HAVO;;;Natuur en Techniek / Natuur en Gezondheid;10;10;0;6,4;7,1;6,8
21FF;21FF00;SGM Reigersbos;AMSTERDAM;Noord-Holland;VMBO;BL;Economie;Handel en Administratie -ISP;4;4;0;6,0;5,9;6,0
21FF;21FF00;SGM Reigersbos;AMSTERDAM;Noord-Holland;VMBO;KL;Economie;Handel en Administratie -ISP;45;39;6;6,1;6,3;6,3
21FF;21FF00;SGM Reigersbos;AMSTERDAM;Noord-Holland;VMBO;TL;;;55;47;8;6,3;6,0;6,3
21FF;21FF00;SGM Reigersbos;AMSTERDAM;Noord-Holland;VWO;;;Economie en Maatschappij;3;3;0;6,9;6,6;6,8
21FF;21FF00;SGM Reigersbos;AMSTERDAM;Noord-Holland;VWO;;;Natuur en Gezondheid;2;2;0;6,4;6,4;6,5
21FF;21FF00;SGM Reigersbos;AMSTERDAM;Noord-Holland;VWO;;;Natuur en Techniek / Natuur en Gezondheid;10;9;1;6,5;6,1;6,5
21FV;21FV00;Sint Odulphuslyceum;TILBURG;Noord-Brabant;HAVO;;;Cultuur en Maatschappij;14;11;3;6,5;5,9;6,3
21FV;21FV00;Sint Odulphuslyceum;TILBURG;Noord-Brabant;HAVO;;;Economie en Maatschappij;38;34;4;6,6;6,4;6,6
21FV;21FV00;Sint Odulphuslyceum;TILBURG;Noord-Brabant;HAVO;;;Economie en Maatschappij / Cultuur en Maatschappij;1;1;0;6,5;5,5;6,2
21FV;21FV00;Sint Odulphuslyceum;TILBURG;Noord-Brabant;HAVO;;;Natuur en Gezondheid;21;20;1;6,6;6,4;6,6
21FV;21FV00;Sint Odulphuslyceum;TILBURG;Noord-Brabant;HAVO;;;Natuur en Techniek / Natuur en Gezondheid;10;10;0;6,8;7,2;7,0
21FV;21FV00;Sint Odulphuslyceum;TILBURG;Noord-Brabant;VWO;;;Cultuur en Maatschappij;11;8;3;6,4;6,0;6,4
21FV;21FV00;Sint Odulphuslyceum;TILBURG;Noord-Brabant;VWO;;;Economie en Maatschappij;17;16;1;6,5;6,4;6,7
21FV;21FV00;Sint Odulphuslyceum;TILBURG;Noord-Brabant;VWO;;;Economie en Maatschappij / Cultuur en Maatschappij;16;15;1;6,7;6,4;6,8
21FV;21FV00;Sint Odulphuslyceum;TILBURG;Noord-Brabant;VWO;;;Natuur en Gezondheid;15;13;2;6,5;6,6;6,7
21FV;21FV00;Sint Odulphuslyceum;TILBURG;Noord-Brabant;VWO;;;Natuur en Gezondheid / Cultuur en Maatschappij;1;1;0;6,7;6,8;6,9
21FV;21FV00;Sint Odulphuslyceum;TILBURG;Noord-Brabant;VWO;;;Natuur en Techniek;9;7;2;6,6;6,6;6,8
21FV;21FV00;Sint Odulphuslyceum;TILBURG;Noord-Brabant;VWO;;;Natuur en Techniek / Natuur en Gezondheid;22;20;2;6,8;6,8;7,1
21GD;21GD00;Calandlyceum;AMSTERDAM;Noord-Holland;HAVO;;;Cultuur en Maatschappij;10;10;0;6,4;6,4;6,5
21GD;21GD00;Calandlyceum;AMSTERDAM;Noord-Holland;HAVO;;;Economie en Maatschappij;60;51;9;6,2;6,3;6,3
21GD;21GD00;Calandlyceum;AMSTERDAM;Noord-Holland;HAVO;;;Economie en Maatschappij / Cultuur en Maatschappij;1;1;0;6,1;6,1;6,3
21GD;21GD00;Calandlyceum;AMSTERDAM;Noord-Holland;HAVO;;;Natuur en Gezondheid;29;24;5;6,1;6,0;6,2
21GD;21GD00;Calandlyceum;AMSTERDAM;Noord-Holland;HAVO;;;Natuur en Techniek;28;24;4;6,3;6,4;6,4
21GD;21GD00;Calandlyceum;AMSTERDAM;Noord-Holland;HAVO;;;Natuur en Techniek / Natuur en Gezondheid;20;20;0;6,5;6,7;6,7
21GD;21GD00;Calandlyceum;AMSTERDAM;Noord-Holland;VMBO;TL;;;150;129;21;6,4;6,2;6,3
21GD;21GD00;Calandlyceum;AMSTERDAM;Noord-Holland;VWO;;;Cultuur en Maatschappij;5;5;0;6,7;6,3;6,7
21GD;21GD00;Calandlyceum;AMSTERDAM;Noord-Holland;VWO;;;Economie en Maatschappij;12;11;1;6,6;6,7;6,8
21GD;21GD00;Calandlyceum;AMSTERDAM;Noord-Holland;VWO;;;Natuur en Gezondheid;9;7;2;6,5;5,7;6,4
21GD;21GD00;Calandlyceum;AMSTERDAM;Noord-Holland;VWO;;;Natuur en Techniek;8;8;0;6,4;6,1;6,6
21GD;21GD00;Calandlyceum;AMSTERDAM;Noord-Holland;VWO;;;Natuur en Techniek / Natuur en Gezondheid;27;27;0;6,7;6,6;6,9
21GD;21GD01;locatie, Lumion;AMSTERDAM;Noord-Holland;HAVO;;;Cultuur en Maatschappij;4;4;0;6,5;6,0;6,3
21GD;21GD01;locatie, Lumion;AMSTERDAM;Noord-Holland;HAVO;;;Economie en Maatschappij;9;9;0;6,4;6,0;6,3
21GD;21GD01;locatie, Lumion;AMSTERDAM;Noord-Holland;HAVO;;;Natuur en Gezondheid;5;3;2;6,3;5,4;6,1
21GD;21GD01;locatie, Lumion;AMSTERDAM;Noord-Holland;HAVO;;;Natuur en Techniek;1;0;1;6,1;5,1;6,0
21GD;21GD01;locatie, Lumion;AMSTERDAM;Noord-Holland;HAVO;;;Natuur en Techniek / Natuur en Gezondheid;6;6;0;6,8;6,5;6,8
21GD;21GD01;locatie, Lumion;AMSTERDAM;Noord-Holland;VMBO;TL;;;55;49;6;6,5;6,1;6,5
21GU;21GU00;Esloo Onderwijsgroep;S GRAVENHAGE;Zuid-Holland;HAVO;;;Cultuur en Maatschappij;1;1;0;5,8;5,8;6,0
21GU;21GU00;Esloo Onderwijsgroep;S GRAVENHAGE;Zuid-Holland;HAVO;;;Economie en Maatschappij;16;14;2;6,6;6,5;6,6
21GU;21GU00;Esloo Onderwijsgroep;S GRAVENHAGE;Zuid-Holland;HAVO;;;Economie en Maatschappij / Cultuur en Maatschappij;1;0;1;5,4;4,8;5,3
21GU;21GU00;Esloo Onderwijsgroep;S GRAVENHAGE;Zuid-Holland;HAVO;;;Natuur en Gezondheid;15;12;3;6,4;6,1;6,4
21GU;21GU00;Esloo Onderwijsgroep;S GRAVENHAGE;Zuid-Holland;HAVO;;;Natuur en Techniek;1;1;0;5,8;6,4;6,3
21GU;21GU00;Esloo Onderwijsgroep;S GRAVENHAGE;Zuid-Holland;HAVO;;;Natuur en Techniek / Natuur en Gezondheid;12;11;1;6,3;6,5;6,5
21GU;21GU00;Esloo Onderwijsgroep;S GRAVENHAGE;Zuid-Holland;VMBO;TL;;;92;72;20;6,2;6,0;6,2
21GU;21GU00;Esloo Onderwijsgroep;S GRAVENHAGE;Zuid-Holland;VWO;;;Cultuur en Maatschappij;1;0;1;6,2;5,1;5,9
21GU;21GU00;Esloo Onderwijsgroep;S GRAVENHAGE;Zuid-Holland;VWO;;;Economie en Maatschappij;4;3;1;6,7;6,2;6,7
21GU;21GU00;Esloo Onderwijsgroep;S GRAVENHAGE;Zuid-Holland;VWO;;;Economie en Maatschappij / Cultuur en Maatschappij;3;3;0;6,3;5,8;6,3
21GU;21GU00;Esloo Onderwijsgroep;S GRAVENHAGE;Zuid-Holland;VWO;;;Natuur en Gezondheid;1;0;1;6,4;5,1;6,1
21GU;21GU00;Esloo Onderwijsgroep;S GRAVENHAGE;Zuid-Holland;VWO;;;Natuur en Techniek / Natuur en Gezondheid;9;8;1;6,6;6,4;6,6
21GU;21GU04;Scholengroep Esloo;LEIDSCHENDAM-VOORBURG;Zuid-Holland;VMBO;BL;Economie;Handel en Administratie -ISP;2;2;0;6,9;7,3;7,2
21GU;21GU04;Scholengroep Esloo;LEIDSCHENDAM-VOORBURG;Zuid-Holland;VMBO;BL;Techniek;Bouwtechniek;11;11;0;6,7;6,7;6,9
21GU;21GU04;Scholengroep Esloo;LEIDSCHENDAM-VOORBURG;Zuid-Holland;VMBO;BL;Techniek;Techniek Breed -ISP;12;12;0;6,7;6,9;6,8
21GU;21GU04;Scholengroep Esloo;LEIDSCHENDAM-VOORBURG;Zuid-Holland;VMBO;BL;Techniek;Voertuigentechniek;9;8;1;6,4;6,6;6,6
21GU;21GU04;Scholengroep Esloo;LEIDSCHENDAM-VOORBURG;Zuid-Holland;VMBO;KL;Economie;Handel en Administratie -ISP;5;5;0;6,8;6,5;6,7
21GU;21GU04;Scholengroep Esloo;LEIDSCHENDAM-VOORBURG;Zuid-Holland;VMBO;KL;Techniek;Bouwtechniek;8;8;0;6,7;6,7;6,9
21GU;21GU04;Scholengroep Esloo;LEIDSCHENDAM-VOORBURG;Zuid-Holland;VMBO;KL;Techniek;Techniek Breed -ISP;14;14;0;6,9;7,1;7,1
21GU;21GU04;Scholengroep Esloo;LEIDSCHENDAM-VOORBURG;Zuid-Holland;VMBO;KL;Techniek;Voertuigentechniek;9;9;0;6,5;6,3;6,6
21GU;21GU06;Scholengroep Esloo;S GRAVENHAGE;Zuid-Holland;VMBO;BL;Intersect. programma;Dienstverlening & Commercie;18;18;0;6,4;6,7;6,8
21GU;21GU06;Scholengroep Esloo;S GRAVENHAGE;Zuid-Holland;VMBO;KL;Intersect. programma;Dienstverlening & Commercie;43;42;1;6,5;6,4;6,7
21GU;21GU07;Scholengroep Esloo;S GRAVENHAGE;Zuid-Holland;HAVO;;;Cultuur en Maatschappij;6;5;1;6,6;6,1;6,5
21GU;21GU07;Scholengroep Esloo;S GRAVENHAGE;Zuid-Holland;HAVO;;;Economie en Maatschappij;17;16;1;6,5;6,4;6,5
21GU;21GU07;Scholengroep Esloo;S GRAVENHAGE;Zuid-Holland;HAVO;;;Economie en Maatschappij / Cultuur en Maatschappij;1;1;0;7,1;6,7;7,1
21GU;21GU07;Scholengroep Esloo;S GRAVENHAGE;Zuid-Holland;HAVO;;;Natuur en Gezondheid;14;13;1;6,5;6,3;6,5
21GU;21GU07;Scholengroep Esloo;S GRAVENHAGE;Zuid-Holland;HAVO;;;Natuur en Techniek;4;3;1;6,5;6,5;6,6
21GU;21GU07;Scholengroep Esloo;S GRAVENHAGE;Zuid-Holland;HAVO;;;Natuur en Techniek / Natuur en Gezondheid;11;10;1;6,4;6,6;6,5
21GU;21GU07;Scholengroep Esloo;S GRAVENHAGE;Zuid-Holland;VMBO;KL;Intersect. programma;Dienstverlening & Commercie;28;28;0;6,4;6,3;6,4
21GU;21GU07;Scholengroep Esloo;S GRAVENHAGE;Zuid-Holland;VMBO;KL;Intersect. programma;Techniek & Commercie;10;9;1;6,3;6,9;6,6
21GU;21GU07;Scholengroep Esloo;S GRAVENHAGE;Zuid-Holland;VMBO;TL;;;49;40;9;6,5;6,3;6,5
21GU;21GU07;Scholengroep Esloo;S GRAVENHAGE;Zuid-Holland;VWO;;;Cultuur en Maatschappij;2;2;0;6,6;6,1;6,5
21GU;21GU07;Scholengroep Esloo;S GRAVENHAGE;Zuid-Holland;VWO;;;Economie en Maatschappij;4;4;0;6,3;6,0;6,2
21GU;21GU07;Scholengroep Esloo;S GRAVENHAGE;Zuid-Holland;VWO;;;Natuur en Gezondheid;7;7;0;6,6;6,2;6,6
21GU;21GU07;Scholengroep Esloo;S GRAVENHAGE;Zuid-Holland;VWO;;;Natuur en Techniek;1;1;0;8,1;7,8;8,0
21GU;21GU07;Scholengroep Esloo;S GRAVENHAGE;Zuid-Holland;VWO;;;Natuur en Techniek / Natuur en Gezondheid;13;13;0;6,9;7,3;7,1
21GU;21GU08;Scholengroep Esloo;S GRAVENHAGE;Zuid-Holland;VMBO;BL;Economie;Handel en Administratie -ISP;27;27;0;6,3;6,9;6,7
21GU;21GU08;Scholengroep Esloo;S GRAVENHAGE;Zuid-Holland;VMBO;BL;Intersect. programma;Dienstverlening & Commercie;12;11;1;6,0;6,6;6,5
21GU;21GU08;Scholengroep Esloo;S GRAVENHAGE;Zuid-Holland;VMBO;KL;Economie;Handel en Administratie -ISP;24;24;0;6,3;6,5;6,6
21GU;21GU08;Scholengroep Esloo;S GRAVENHAGE;Zuid-Holland;VMBO;TL;;;10;10;0;6,4;6,5;6,6
21GV;21GV00;SG Were Di;VALKENSWAARD;Noord-Brabant;HAVO;;;Cultuur en Maatschappij;7;7;0;6,6;6,4;6,7
21GV;21GV00;SG Were Di;VALKENSWAARD;Noord-Brabant;HAVO;;;Economie en Maatschappij;39;34;5;6,4;6,4;6,6
21GV;21GV00;SG Were Di;VALKENSWAARD;Noord-Brabant;HAVO;;;Economie en Maatschappij / Cultuur en Maatschappij;5;4;1;6,4;5,7;6,3
21GV;21GV00;SG Were Di;VALKENSWAARD;Noord-Brabant;HAVO;;;Natuur en Gezondheid;33;29;4;6,2;6,3;6,4
21GV;21GV00;SG Were Di;VALKENSWAARD;Noord-Brabant;HAVO;;;Natuur en Techniek;18;18;0;6,5;6,9;6,7
21GV;21GV00;SG Were Di;VALKENSWAARD;Noord-Brabant;HAVO;;;Natuur en Techniek / Natuur en Gezondheid;24;22;2;6,5;6,8;6,7
21GV;21GV00;SG Were Di;VALKENSWAARD;Noord-Brabant;VMBO;BL;Economie;Handel en Administratie -ISP;10;9;1;6,5;7,2;6,9
21GV;21GV00;SG Were Di;VALKENSWAARD;Noord-Brabant;VMBO;BL;Techniek;Bouwtechniek;1;1;0;7,4;8,0;7,0
21GV;21GV00;SG Were Di;VALKENSWAARD;Noord-Brabant;VMBO;BL;Techniek;Techniek Breed -ISP;9;9;0;6,3;6,6;6,6
21GV;21GV00;SG Were Di;VALKENSWAARD;Noord-Brabant;VMBO;BL;Zorg & Welzijn;Verzorging;5;5;0;6,8;7,5;7,1
21GV;21GV00;SG Were Di;VALKENSWAARD;Noord-Brabant;VMBO;BL;Zorg & Welzijn;Zorg en Welzijn -ISP;16;16;0;6,4;7,2;6,8
21GV;21GV00;SG Were Di;VALKENSWAARD;Noord-Brabant;VMBO;GL;Economie;Technologie Orientatie;16;14;2;6,3;6,1;6,3
21GV;21GV00;SG Were Di;VALKENSWAARD;Noord-Brabant;VMBO;GL;Techniek;Technologie Orientatie;6;6;0;6,7;6,3;6,5
21GV;21GV00;SG Were Di;VALKENSWAARD;Noord-Brabant;VMBO;GL;Zorg & Welzijn;Technologie Orientatie;20;15;5;6,3;6,1;6,3
21GV;21GV00;SG Were Di;VALKENSWAARD;Noord-Brabant;VMBO;KL;Economie;Handel en Administratie -ISP;34;31;3;6,3;6,2;6,4
21GV;21GV00;SG Were Di;VALKENSWAARD;Noord-Brabant;VMBO;KL;Techniek;Techniek Breed -ISP;35;30;5;6,4;6,3;6,5
21GV;21GV00;SG Were Di;VALKENSWAARD;Noord-Brabant;VMBO;KL;Zorg & Welzijn;Zorg en Welzijn -ISP;59;56;3;6,8;6,4;6,7
21GV;21GV00;SG Were Di;VALKENSWAARD;Noord-Brabant;VMBO;TL;;;121;116;5;6,7;6,6;6,7
21GV;21GV00;SG Were Di;VALKENSWAARD;Noord-Brabant;VWO;;;Cultuur en Maatschappij;1;1;0;5,8;5,8;6,1
21GV;21GV00;SG Were Di;VALKENSWAARD;Noord-Brabant;VWO;;;Economie en Maatschappij;11;11;0;6,5;6,7;6,8
21GV;21GV00;SG Were Di;VALKENSWAARD;Noord-Brabant;VWO;;;Economie en Maatschappij / Cultuur en Maatschappij;15;14;1;6,8;6,6;6,8
21GV;21GV00;SG Were Di;VALKENSWAARD;Noord-Brabant;VWO;;;Natuur en Gezondheid;10;10;0;6,3;6,4;6,6
21GV;21GV00;SG Were Di;VALKENSWAARD;Noord-Brabant;VWO;;;Natuur en Techniek;5;5;0;6,3;6,6;6,6
21GV;21GV00;SG Were Di;VALKENSWAARD;Noord-Brabant;VWO;;;Natuur en Techniek / Natuur en Gezondheid;32;31;1;6,7;6,8;7,0
21GW;21GW00;Bonaventuracollege;LEIDEN;Zuid-Holland;HAVO;;;Cultuur en Maatschappij;9;6;3;6,0;6,0;6,1
21GW;21GW00;Bonaventuracollege;LEIDEN;Zuid-Holland;HAVO;;;Economie en Maatschappij;46;34;12;6,1;6,0;6,2
21GW;21GW00;Bonaventuracollege;LEIDEN;Zuid-Holland;HAVO;;;Natuur en Gezondheid;8;7;1;6,2;6,6;6,4
21GW;21GW00;Bonaventuracollege;LEIDEN;Zuid-Holland;HAVO;;;Natuur en Techniek / Natuur en Gezondheid;10;7;3;6,2;6,2;6,4
21GW;21GW00;Bonaventuracollege;LEIDEN;Zuid-Holland;VMBO;TL;;;44;37;7;6,4;6,2;6,5
21GW;21GW00;Bonaventuracollege;LEIDEN;Zuid-Holland;VWO;;;Cultuur en Maatschappij;7;7;0;6,8;6,7;6,9
21GW;21GW00;Bonaventuracollege;LEIDEN;Zuid-Holland;VWO;;;Economie en Maatschappij;21;18;3;6,5;6,3;6,5
21GW;21GW00;Bonaventuracollege;LEIDEN;Zuid-Holland;VWO;;;Economie en Maatschappij / Cultuur en Maatschappij;3;2;1;6,5;6,0;6,4
21GW;21GW00;Bonaventuracollege;LEIDEN;Zuid-Holland;VWO;;;Natuur en Gezondheid;8;8;0;6,4;6,2;6,4
21GW;21GW00;Bonaventuracollege;LEIDEN;Zuid-Holland;VWO;;;Natuur en Techniek / Natuur en Gezondheid;20;18;2;6,4;6,4;6,6
21GW;21GW01;Bonaventuracollege;KAAG EN BRAASSEM;Zuid-Holland;VMBO;TL;;;56;51;5;6,1;6,1;6,2
21GW;21GW02;Bonaventuracollege;LEIDEN;Zuid-Holland;HAVO;;;Cultuur en Maatschappij;7;5;2;6,1;6,1;6,2
21GW;21GW02;Bonaventuracollege;LEIDEN;Zuid-Holland;HAVO;;;Economie en Maatschappij;39;34;5;6,3;6,4;6,4
21GW;21GW02;Bonaventuracollege;LEIDEN;Zuid-Holland;HAVO;;;Natuur en Gezondheid;24;19;5;6,1;6,2;6,3
21GW;21GW02;Bonaventuracollege;LEIDEN;Zuid-Holland;HAVO;;;Natuur en Techniek;14;14;0;6,3;6,7;6,6
21GW;21GW02;Bonaventuracollege;LEIDEN;Zuid-Holland;VWO;;;Cultuur en Maatschappij;9;9;0;6,3;6,3;6,4
21GW;21GW02;Bonaventuracollege;LEIDEN;Zuid-Holland;VWO;;;Economie en Maatschappij;13;13;0;6,7;6,8;6,8
21GW;21GW02;Bonaventuracollege;LEIDEN;Zuid-Holland;VWO;;;Natuur en Gezondheid;11;11;0;6,4;6,7;6,7
21GW;21GW02;Bonaventuracollege;LEIDEN;Zuid-Holland;VWO;;;Natuur en Techniek / Natuur en Gezondheid;19;18;1;6,8;7,0;7,0
21GW;21GW03;Bonaventuracollege;LEIDEN;Zuid-Holland;VMBO;BL;Economie;Administratie;15;14;1;6,8;7,3;7,2
21GW;21GW03;Bonaventuracollege;LEIDEN;Zuid-Holland;VMBO;BL;Techniek;Bouwbreed -ISP;3;3;0;6,2;7,2;6,7
21GW;21GW03;Bonaventuracollege;LEIDEN;Zuid-Holland;VMBO;BL;Techniek;Elektrotechniek;8;8;0;6,5;7,2;6,9
21GW;21GW03;Bonaventuracollege;LEIDEN;Zuid-Holland;VMBO;BL;Zorg & Welzijn;Zorg en Welzijn -ISP;19;19;0;6,2;6,6;6,5
21GW;21GW03;Bonaventuracollege;LEIDEN;Zuid-Holland;VMBO;KL;Economie;Administratie;9;7;2;6,4;6,3;6,4
21GW;21GW03;Bonaventuracollege;LEIDEN;Zuid-Holland;VMBO;KL;Techniek;Bouwbreed -ISP;1;1;0;5,9;6,3;6,3
21GW;21GW03;Bonaventuracollege;LEIDEN;Zuid-Holland;VMBO;KL;Techniek;Elektrotechniek;1;1;0;6,0;6,6;6,2
21GW;21GW03;Bonaventuracollege;LEIDEN;Zuid-Holland;VMBO;KL;Zorg & Welzijn;Zorg en Welzijn -ISP;8;8;0;6,4;6,4;6,5
21GW;21GW03;Bonaventuracollege;LEIDEN;Zuid-Holland;VMBO;TL;;;33;25;8;6,4;5,8;6,2
21GZ;21GZ00;Kwadrant Scholengroep;DONGEN;Noord-Brabant;HAVO;;;Cultuur en Maatschappij;13;10;3;6,4;6,0;6,4
21GZ;21GZ00;Kwadrant Scholengroep;DONGEN;Noord-Brabant;HAVO;;;Economie en Maatschappij;41;38;3;6,4;6,5;6,6
21GZ;21GZ00;Kwadrant Scholengroep;DONGEN;Noord-Brabant;HAVO;;;Economie en Maatschappij / Cultuur en Maatschappij;2;2;0;6,6;6,8;6,8
21GZ;21GZ00;Kwadrant Scholengroep;DONGEN;Noord-Brabant;HAVO;;;Natuur en Gezondheid;16;13;3;6,5;6,4;6,6
21GZ;21GZ00;Kwadrant Scholengroep;DONGEN;Noord-Brabant;HAVO;;;Natuur en Techniek;11;11;0;6,7;6,9;6,9
21GZ;21GZ00;Kwadrant Scholengroep;DONGEN;Noord-Brabant;HAVO;;;Natuur en Techniek / Natuur en Gezondheid;6;5;1;6,6;6,7;6,7
21GZ;21GZ00;Kwadrant Scholengroep;DONGEN;Noord-Brabant;VMBO;BL;Economie;Handel en Administratie -ISP;17;17;0;6,3;6,5;6,6
21GZ;21GZ00;Kwadrant Scholengroep;DONGEN;Noord-Brabant;VMBO;BL;Zorg & Welzijn;Zorg en Welzijn -ISP;16;16;0;6,2;6,2;6,5
21GZ;21GZ00;Kwadrant Scholengroep;DONGEN;Noord-Brabant;VMBO;GL;Economie;Handel en Administratie -ISP;3;2;1;6,0;6,5;6,3
21GZ;21GZ00;Kwadrant Scholengroep;DONGEN;Noord-Brabant;VMBO;GL;Economie;Technologie Orientatie;12;10;2;5,9;6,0;6,1
21GZ;21GZ00;Kwadrant Scholengroep;DONGEN;Noord-Brabant;VMBO;GL;Techniek;Metaaltechniek;1;0;1;5,4;5,0;5,4
21GZ;21GZ00;Kwadrant Scholengroep;DONGEN;Noord-Brabant;VMBO;GL;Techniek;Technologie Orientatie;9;8;1;5,7;5,9;6,0
21GZ;21GZ00;Kwadrant Scholengroep;DONGEN;Noord-Brabant;VMBO;GL;Zorg & Welzijn;Technologie Orientatie;13;9;4;5,8;5,6;5,9
21GZ;21GZ00;Kwadrant Scholengroep;DONGEN;Noord-Brabant;VMBO;GL;Zorg & Welzijn;Zorg en Welzijn -ISP;2;2;0;6,2;5,8;6,2
21GZ;21GZ00;Kwadrant Scholengroep;DONGEN;Noord-Brabant;VMBO;KL;Economie;Handel en Administratie -ISP;20;19;1;6,5;6,2;6,6
21GZ;21GZ00;Kwadrant Scholengroep;DONGEN;Noord-Brabant;VMBO;KL;Zorg & Welzijn;Zorg en Welzijn -ISP;22;22;0;6,5;6,0;6,5
21GZ;21GZ00;Kwadrant Scholengroep;DONGEN;Noord-Brabant;VMBO;TL;;;33;33;0;6,7;6,8;6,9
21GZ;21GZ00;Kwadrant Scholengroep;DONGEN;Noord-Brabant;VWO;;;Cultuur en Maatschappij;3;3;0;7,0;7,0;7,1
21GZ;21GZ00;Kwadrant Scholengroep;DONGEN;Noord-Brabant;VWO;;;Economie en Maatschappij;13;11;2;6,5;6,6;6,7
21GZ;21GZ00;Kwadrant Scholengroep;DONGEN;Noord-Brabant;VWO;;;Economie en Maatschappij / Cultuur en Maatschappij;3;3;0;6,8;6,5;6,7
21GZ;21GZ00;Kwadrant Scholengroep;DONGEN;Noord-Brabant;VWO;;;Natuur en Gezondheid;9;8;1;6,7;6,8;6,8
21GZ;21GZ00;Kwadrant Scholengroep;DONGEN;Noord-Brabant;VWO;;;Natuur en Techniek;6;6;0;6,8;7,1;7,0
21GZ;21GZ00;Kwadrant Scholengroep;DONGEN;Noord-Brabant;VWO;;;Natuur en Techniek / Natuur en Gezondheid;12;12;0;6,7;6,8;6,9
21GZ;21GZ06;locatie Hanze College;OOSTERHOUT;Noord-Brabant;VMBO;BL;Economie;Handel en Administratie -ISP;10;10;0;6,9;7,2;7,2
